0.066868,0.10421,0.25466,0.34325,0.27182,0.25806,0.26392,0.27185,0.27854
0.048136,0.36926,0.45014,0.34671,0.3169,0.31557,0.30239,0.24126,0.15566
0.048929,0.059821,0.067996,0.068665,0.067006,0.066584,0.067024,0.067553,0.068035
0.075969,0.14488,0.21362,0.23479,0.20336,0.18491,0.17379,0.16773,0.16409
0.066387,0.073756,0.081128,0.082441,0.079709,0.08028,0.082604,0.085285,0.087743
0.07445,0.10967,0.26334,0.69209,0.7693,0.77068,0.76854,0.76537,0.76141
0.04394,0.044257,0.043429,0.044324,0.057021,0.078879,0.1031,0.12485,0.14226
0.04798,0.050991,0.059527,0.067649,0.071153,0.071587,0.071623,0.071758,0.072067
0.041613,0.047104,0.051874,0.055983,0.059246,0.060421,0.061005,0.061428,0.061868
0.1183,0.24963,0.35055,0.43052,0.44054,0.43923,0.43865,0.43781,0.43653
0.042115,0.045023,0.048606,0.051563,0.052259,0.051423,0.050444,0.049548,0.048764
0.0393,0.03945,0.039302,0.039117,0.038982,0.039066,0.039274,0.039542,0.039825
0.046278,0.061741,0.078466,0.16375,0.36517,0.49247,0.5664,0.61162,0.64076
0.040337,0.039836,0.040403,0.04409,0.046196,0.045251,0.044105,0.043637,0.043293
0.041847,0.047305,0.050012,0.051508,0.052396,0.052815,0.054078,0.057699,0.064935
0.41078,0.37334,0.33814,0.305,0.30171,0.31075,0.32321,0.33196,0.346
0.064343,0.068451,0.064721,0.061864,0.063974,0.069307,0.07595,0.083028,0.090052
0.039978,0.041772,0.040487,0.039482,0.039665,0.039715,0.039732,0.039748,0.03977
0.038995,0.038952,0.039829,0.041161,0.04124,0.040465,0.039795,0.039378,0.039188
0.03878,0.042486,0.044599,0.045386,0.045954,0.046442,0.046895,0.04738,0.047901
0.038876,0.039016,0.039604,0.040816,0.043042,0.044856,0.046217,0.047151,0.047767
0.047761,0.066783,0.093404,0.10278,0.10414,0.1077,0.11238,0.11772,0.12341
0.043642,0.045587,0.052391,0.069466,0.066806,0.10094,0.17926,0.19582,0.18359
0.040627,0.045375,0.047634,0.05076,0.056727,0.062169,0.06731,0.072244,0.077076
0.054089,0.061369,0.14378,0.3131,0.409,0.43021,0.43358,0.43069,0.44842
0.041212,0.051385,0.082843,0.10441,0.10153,0.10424,0.10324,0.10028,0.096642
0.041857,0.043111,0.045153,0.047821,0.050946,0.054428,0.058163,0.061265,0.063846
0.042091,0.040857,0.042104,0.04602,0.047585,0.046736,0.045998,0.045543,0.045308
0.041835,0.040099,0.041379,0.044839,0.059839,0.070002,0.080724,0.084899,0.083353
0.046757,0.044203,0.047411,0.067326,0.15235,0.24123,0.30661,0.34734,0.3728
0.046803,0.071858,0.11994,0.15645,0.1162,0.082696,0.06779,0.061389,0.058734
0.045944,0.040867,0.040208,0.040012,0.040231,0.04176,0.045021,0.049875,0.055487
0.036511,0.041344,0.04284,0.042392,0.042471,0.042983,0.043924,0.045308,0.04711
0.040524,0.041094,0.047401,0.098129,0.25675,0.33304,0.36595,0.38262,0.39169
0.039895,0.037896,0.036336,0.037972,0.054346,0.10156,0.15484,0.19476,0.22083
0.039723,0.041064,0.069677,0.078758,0.067934,0.063675,0.06112,0.059272,0.057727
0.039873,0.039392,0.041345,0.046884,0.055874,0.0637,0.076524,0.093303,0.10499
0.04109,0.040543,0.046474,0.055706,0.066984,0.075985,0.084813,0.092737,0.1
0.043486,0.045019,0.050597,0.063648,0.066111,0.063999,0.062521,0.061444,0.060638
0.042483,0.065472,0.12671,0.149,0.13374,0.1256,0.12341,0.12247,0.12165
0.05201,0.24275,0.29904,0.28013,0.25836,0.24968,0.24478,0.2411,0.23774
0.12018,0.19484,0.25189,0.25168,0.21479,0.22101,0.21982,0.21674,0.21462
0.043688,0.044503,0.10099,0.063136,0.055028,0.055183,0.056137,0.057418,0.058853
0.046138,0.041691,0.040272,0.039882,0.039558,0.039484,0.039461,0.039454,0.039457
0.046734,0.10303,0.15726,0.18532,0.2007,0.20718,0.21199,0.21669,0.22146
0.040115,0.077544,0.18346,0.16076,0.13058,0.12102,0.12063,0.12337,0.12628
0.043805,0.23879,0.28027,0.29498,0.29184,0.27262,0.24702,0.22551,0.2095
0.039355,0.044175,0.05293,0.067741,0.080714,0.088719,0.10015,0.11905,0.1482
0.039887,0.039665,0.039237,0.03896,0.039138,0.039685,0.040311,0.040919,0.041482
0.97199,0.95586,0.94919,0.93765,0.81022,0.62468,0.49609,0.41926,0.37409
0.047701,0.15072,0.34302,0.49503,0.53058,0.7622,0.81164,0.80245,0.77418
0.039627,0.039778,0.042486,0.046758,0.054267,0.065831,0.087939,0.12047,0.15831
0.039535,0.038696,0.037047,0.035498,0.040447,0.045035,0.047671,0.049126,0.049892
0.053539,0.069744,0.07368,0.074023,0.07221,0.068657,0.064866,0.061767,0.059552
0.043226,0.048157,0.048444,0.046623,0.045956,0.046715,0.047398,0.047663,0.047575
0.042232,0.039298,0.036893,0.039087,0.056663,0.078425,0.096057,0.10397,0.086272
0.043573,0.053947,0.058386,0.061347,0.063248,0.064184,0.064689,0.064955,0.065071
0.094632,0.11034,0.11267,0.11814,0.12065,0.1207,0.11996,0.11882,0.11745
0.067548,0.12226,0.13529,0.17133,0.19484,0.2061,0.21544,0.22069,0.22234
0.040481,0.053581,0.10691,0.29358,0.59082,0.70508,0.76125,0.79172,0.80971
0.039939,0.040786,0.041423,0.041753,0.041684,0.04156,0.041461,0.041382,0.041321
0.043169,0.068341,0.11397,0.11408,0.086875,0.077427,0.086029,0.10432,0.12479
